event_id,case_id,activity,timestamp,duration_minutes,user_id,team,application_used,screen_name,event_type,status
E-000000908,C-0000110,Document Intake,2025-10-21 23:06:43.044100644,7.45,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000909,C-0000110,Document Review,2025-10-22 03:17:40.248743556,80.01,U-0055,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000910,C-0000110,Medical Necessity Review,2025-10-22 06:45:31.942945127,97.56,U-0077,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000911,C-0000110,Approval,2025-10-22 09:52:37.452740730,9.77,U-0014,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000912,C-0000110,Payment Processing,2025-10-22 16:53:16.175903073,24.75,U-0023,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000913,C-0000110,Case Closed,2025-10-22 17:42:40.326228875,5.34,U-0080,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000914,C-0000111,Claim Received,2025-09-12 16:03:19.116048122,4.21,U-0060,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000915,C-0000111,Eligibility Check,2025-09-12 16:36:56.700838532,5.23,U-0089,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000916,C-0000111,Member Info Correction,2025-09-12 19:34:00.302976539,26.75,U-0051,Eligibility Operations,Member360,member_info_correction,Task Completed,Completed
E-000000917,C-0000111,Eligibility Check,2025-09-12 20:07:44.040994634,6.12,U-0037,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000918,C-0000111,Document Intake,2025-09-12 21:23:11.926509528,13.04,U-0086,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000919,C-0000111,Document Review,2025-09-12 23:29:10.443805789,56.64,U-0019,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000920,C-0000111,Medical Necessity Review,2025-09-13 07:16:45.766544392,96.71,U-0076,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000921,C-0000111,Nurse Review,2025-09-13 21:54:24.888280038,29.51,U-0068,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000922,C-0000111,Medical Necessity Review,2025-09-14 04:25:26.926393978,90.81,U-0022,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000923,C-0000111,Nurse Review,2025-09-15 08:53:17.195410955,52.37,U-0095,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000924,C-0000111,Denial,2025-09-15 12:00:55.184649324,21.42,U-0042,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000925,C-0000111,Case Closed,2025-09-15 12:43:55.161894363,3.79,U-0031,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000926,C-0000112,Claim Received,2025-10-08 06:07:56.645993922,4.67,U-0005,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000927,C-0000112,Eligibility Check,2025-10-08 06:31:12.660722066,10.57,U-0039,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000928,C-0000112,Document Intake,2025-10-08 07:42:41.832835023,7.3,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000929,C-0000112,Document Review,2025-10-08 10:02:51.079765333,63.61,U-0031,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000930,C-0000112,Medical Necessity Review,2025-10-09 05:48:58.756251043,97.65,U-0093,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000931,C-0000112,Approval,2025-10-09 07:38:26.626937290,14.56,U-0025,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000932,C-0000112,Payment Processing,2025-10-09 14:02:30.429875120,8.89,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000933,C-0000112,Case Closed,2025-10-09 14:48:20.706966734,4.31,U-0046,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000934,C-0000113,Claim Received,2025-10-04 08:14:17.353173826,3.75,U-0018,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000935,C-0000113,Eligibility Check,2025-10-04 08:52:29.179676994,7.74,U-0039,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000936,C-0000113,Document Intake,2025-10-04 09:07:13.370755684,4.52,U-0069,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000937,C-0000113,Document Review,2025-10-04 15:38:37.613743191,48.99,U-0092,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000938,C-0000113,Medical Necessity Review,2025-10-05 16:28:51.705762584,46.13,U-0033,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000939,C-0000113,Nurse Review,2025-10-05 21:09:48.983010218,39.05,U-0002,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000940,C-0000113,Medical Necessity Review,2025-10-06 01:33:30.812670500,110.35,U-0033,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000941,C-0000113,Nurse Review,2025-10-06 07:38:10.677383312,37.46,U-0041,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000942,C-0000113,Medical Director Review,2025-10-07 00:16:25.765150344,132.04,U-0027,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000943,C-0000113,Approval,2025-10-07 04:44:43.452180307,21.02,U-0004,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000944,C-0000113,Payment Processing,2025-10-07 13:41:39.793680776,15.06,U-0012,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000945,C-0000113,Case Closed,2025-10-07 14:15:17.648783484,3.88,U-0043,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000946,C-0000114,Claim Received,2025-07-31 06:09:10.869585458,3.68,U-0086,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000947,C-0000114,Eligibility Check,2025-07-31 06:25:11.120281839,15.28,U-0026,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000948,C-0000114,Document Intake,2025-07-31 07:13:57.040111412,8.22,U-0075,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000949,C-0000114,Document Review,2025-07-31 08:38:21.571427750,44.25,U-0040,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000950,C-0000114,Medical Necessity Review,2025-07-31 15:39:06.424486710,54.43,U-0047,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000951,C-0000114,Nurse Review,2025-08-01 04:13:50.593556064,24.89,U-0094,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000952,C-0000114,Medical Director Review,2025-08-01 16:31:17.333842131,265.15,U-0027,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000953,C-0000114,Approval,2025-08-01 23:51:21.965705906,12.17,U-0092,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000954,C-0000114,Payment Processing,2025-08-02 04:19:34.623724747,17.99,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000955,C-0000114,Case Closed,2025-08-02 04:47:43.122718845,3.58,U-0014,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000956,C-0000115,Claim Received,2025-07-15 23:24:32.334893279,7.96,U-0075,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000957,C-0000115,Eligibility Check,2025-07-16 00:20:12.077426242,10.08,U-0039,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000958,C-0000115,Document Intake,2025-07-16 04:37:02.021799381,12.46,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000959,C-0000115,Document Review,2025-07-16 18:54:02.150886444,31.29,U-0004,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000960,C-0000115,Denial,2025-07-16 21:54:34.164632317,17.78,U-0004,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000961,C-0000115,Case Closed,2025-07-16 22:31:39.960409115,4.5,U-0021,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000962,C-0000116,Claim Received,2025-08-16 08:23:08.075846688,2.81,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000963,C-0000116,Eligibility Check,2025-08-16 08:49:52.820839127,8.9,U-0039,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000964,C-0000116,Document Intake,2025-08-16 10:03:54.157021546,14.54,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000965,C-0000116,Document Review,2025-08-16 11:50:12.343573357,45.05,U-0003,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000966,C-0000116,Medical Necessity Review,2025-08-16 14:31:56.937897009,79.27,U-0093,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000967,C-0000116,Nurse Review,2025-08-17 01:01:55.841823682,65.15,U-0047,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000968,C-0000116,Medical Director Review,2025-08-17 18:36:19.849340930,179.42,U-0035,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000969,C-0000116,Denial,2025-08-17 21:53:38.080443064,28.21,U-0003,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000970,C-0000116,Case Closed,2025-08-17 22:31:21.047025215,9.5,U-0053,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000971,C-0000117,Claim Received,2025-09-22 03:30:28.240059720,2.88,U-0086,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000972,C-0000117,Eligibility Check,2025-09-22 03:56:56.090437611,4.51,U-0074,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000973,C-0000117,Document Intake,2025-09-22 04:19:42.490757414,8.86,U-0018,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000974,C-0000117,Document Review,2025-09-22 05:41:43.894176171,21.3,U-0049,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000975,C-0000117,Approval,2025-09-22 07:11:31.194843916,17.82,U-0080,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000976,C-0000117,Payment Processing,2025-09-22 23:17:51.860667244,10.68,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000977,C-0000117,Case Closed,2025-09-22 23:31:09.388548190,8.83,U-0004,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000978,C-0000118,Claim Received,2025-07-30 08:08:54.146201531,3.68,U-0018,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000979,C-0000118,Eligibility Check,2025-07-30 08:45:36.785483894,12.24,U-0037,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000980,C-0000118,Document Intake,2025-07-30 10:26:39.549582747,14.16,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000981,C-0000118,Document Review,2025-07-30 13:45:50.824111047,34.77,U-0080,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000982,C-0000118,Medical Necessity Review,2025-07-30 17:36:15.866479560,65.77,U-0015,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000983,C-0000118,Nurse Review,2025-07-30 20:02:47.413799119,50.92,U-0041,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000984,C-0000118,Approval,2025-07-30 21:13:03.004776873,11.64,U-0030,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000985,C-0000118,Payment Processing,2025-07-31 00:18:15.912017898,12.47,U-0032,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000986,C-0000118,Case Closed,2025-07-31 00:39:57.914133868,3.96,U-0061,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000987,C-0000119,Claim Received,2025-07-20 12:33:17.782826652,3.31,U-0085,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000988,C-0000119,Eligibility Check,2025-07-20 12:41:11.786840946,14.02,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000989,C-0000119,Document Intake,2025-07-20 13:31:49.386419145,6.53,U-0060,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000990,C-0000119,Document Review,2025-07-20 15:32:07.306480398,49.63,U-0042,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000991,C-0000119,Medical Necessity Review,2025-07-21 06:48:44.367831249,60.49,U-0095,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000992,C-0000119,Nurse Review,2025-07-21 15:00:21.959237524,83.14,U-0093,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000993,C-0000119,Approval,2025-07-21 18:02:59.751122758,20.18,U-0001,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000994,C-0000119,Payment Processing,2025-07-22 05:55:52.647601969,14.8,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000995,C-0000119,Case Closed,2025-07-22 06:16:04.323655288,7.01,U-0078,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000996,C-0000120,Claim Received,2025-12-03 21:43:29.022922824,2.53,U-0005,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000997,C-0000120,Eligibility Check,2025-12-03 21:55:00.579563416,13.36,U-0039,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000998,C-0000120,Document Intake,2025-12-03 22:26:24.244925261,12.62,U-0069,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000999,C-0000120,Document Review,2025-12-04 01:33:39.418096555,21.66,U-0056,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001000,C-0000120,Medical Necessity Review,2025-12-04 22:40:46.063731218,66.73,U-0015,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001001,C-0000120,Denial,2025-12-05 02:26:11.946074034,12.83,U-0008,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000001002,C-0000120,Case Closed,2025-12-05 02:44:30.746943613,6.01,U-0061,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001003,C-0000121,Claim Received,2025-09-07 15:01:41.472298088,2.78,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001004,C-0000121,Eligibility Check,2025-09-07 15:14:52.765726677,11.72,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001005,C-0000121,Document Intake,2025-09-07 17:11:56.116119695,13.02,U-0099,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001006,C-0000121,Document Review,2025-09-07 19:46:41.739933567,45.97,U-0021,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001007,C-0000121,Medical Necessity Review,2025-09-07 22:58:12.477805098,54.3,U-0011,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001008,C-0000121,Denial,2025-09-08 01:25:48.287759508,17.5,U-0008,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000001009,C-0000121,Case Closed,2025-09-08 01:44:56.289508508,8.62,U-0078,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001010,C-0000122,Claim Received,2025-10-15 21:57:09.647063346,7.94,U-0075,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001011,C-0000122,Eligibility Check,2025-10-15 22:38:54.565392851,11.68,U-0050,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001012,C-0000122,Member Info Correction,2025-10-16 05:41:24.802240865,35.09,U-0009,Eligibility Operations,Member360,member_info_correction,Task Completed,Completed
E-000001013,C-0000122,Eligibility Check,2025-10-16 06:48:14.838615476,14.15,U-0016,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001014,C-0000122,Document Intake,2025-10-16 07:53:15.074154497,8.89,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001015,C-0000122,Document Review,2025-10-16 09:59:46.318065329,42.37,U-0004,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001016,C-0000122,Approval,2025-10-16 12:31:43.446740074,23.32,U-0083,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001017,C-0000122,Payment Processing,2025-10-16 16:23:50.064919761,17.19,U-0012,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001018,C-0000122,Case Closed,2025-10-16 16:53:44.759221214,7.23,U-0078,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001019,C-0000123,Claim Received,2025-10-04 21:36:41.765334799,7.24,U-0052,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001020,C-0000123,Eligibility Check,2025-10-04 21:56:18.535171239,9.83,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001021,C-0000123,Document Intake,2025-10-04 22:35:07.397836366,8.24,U-0018,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001022,C-0000123,Document Review,2025-10-05 06:18:53.078743465,63.69,U-0055,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001023,C-0000123,Medical Necessity Review,2025-10-06 02:52:31.578582386,91.11,U-0057,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001024,C-0000123,Nurse Review,2025-10-06 08:44:03.393912678,34.6,U-0047,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001025,C-0000123,Approval,2025-10-06 09:33:22.257269384,24.87,U-0008,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001026,C-0000123,Payment Processing,2025-10-06 11:38:23.891805396,12.05,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001027,C-0000123,Case Closed,2025-10-06 12:28:18.610049994,6.14,U-0083,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001028,C-0000124,Claim Received,2025-11-12 12:45:14.050662167,2.01,U-0085,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001029,C-0000124,Eligibility Check,2025-11-12 14:03:28.355333855,13.54,U-0051,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001030,C-0000124,Document Intake,2025-11-12 16:36:29.650629397,11.78,U-0086,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001031,C-0000124,Document Review,2025-11-12 20:23:24.664790417,62.87,U-0056,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001032,C-0000124,Medical Necessity Review,2025-11-13 00:19:13.310204591,112.87,U-0034,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001033,C-0000124,Nurse Review,2025-11-13 06:32:56.844736150,73.08,U-0094,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001034,C-0000124,Medical Director Review,2025-11-15 07:41:45.019584565,148.02,U-0062,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000001035,C-0000124,Approval,2025-11-15 10:41:28.588767228,15.24,U-0007,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001036,C-0000124,Payment Processing,2025-11-15 13:42:25.237148620,10.75,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001037,C-0000124,Case Closed,2025-11-15 14:26:39.556455428,5.88,U-0081,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001038,C-0000125,Claim Received,2025-11-13 09:23:00.265302426,3.63,U-0075,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001039,C-0000125,Eligibility Check,2025-11-13 10:47:26.682780278,7.24,U-0036,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001040,C-0000125,Document Intake,2025-11-13 12:01:42.695632347,6.29,U-0099,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001041,C-0000125,Document Review,2025-11-13 19:08:11.624394639,55.37,U-0054,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001042,C-0000125,Approval,2025-11-13 20:29:49.935170845,12.72,U-0056,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001043,C-0000125,Payment Processing,2025-11-14 04:13:58.988634241,18.48,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001044,C-0000125,Case Closed,2025-11-14 05:09:05.053268927,5.99,U-0043,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001045,C-0000126,Claim Received,2025-08-24 04:11:50.645199073,5.15,U-0005,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001046,C-0000126,Eligibility Check,2025-08-24 04:43:46.191297626,8.23,U-0026,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001047,C-0000126,Document Intake,2025-08-24 07:36:02.209435031,11.2,U-0060,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001048,C-0000126,Document Review,2025-08-24 09:46:06.525065224,30.03,U-0008,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001049,C-0000126,Approval,2025-08-24 11:04:48.990281533,12.5,U-0054,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001050,C-0000126,Payment Processing,2025-08-24 13:50:52.754423157,17.56,U-0012,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001051,C-0000126,Case Closed,2025-08-24 14:21:13.728950065,3.88,U-0042,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001052,C-0000127,Claim Received,2025-12-03 04:04:51.667335855,3.93,U-0005,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001053,C-0000127,Eligibility Check,2025-12-03 04:22:53.950862947,5.61,U-0037,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001054,C-0000127,Document Intake,2025-12-03 05:14:32.038133046,7.1,U-0086,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001055,C-0000127,Document Review,2025-12-03 11:23:21.586630608,30.01,U-0053,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001056,C-0000127,Approval,2025-12-03 14:12:41.450474914,9.95,U-0073,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001057,C-0000127,Payment Processing,2025-12-03 19:17:00.566457998,18.26,U-0032,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001058,C-0000127,Case Closed,2025-12-03 19:44:50.555393498,5.13,U-0087,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001059,C-0000128,Claim Received,2025-09-06 22:36:56.291642155,3.87,U-0098,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001060,C-0000128,Eligibility Check,2025-09-06 23:06:01.432679003,6.38,U-0084,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001061,C-0000128,Document Intake,2025-09-07 00:13:13.136778033,12.05,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001062,C-0000128,Document Review,2025-09-07 03:49:07.347544054,57.4,U-0055,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001063,C-0000128,Medical Necessity Review,2025-09-07 14:16:26.962267382,73.86,U-0022,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001064,C-0000128,Nurse Review,2025-09-07 19:27:29.583643321,67.17,U-0015,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000001065,C-0000128,Medical Director Review,2025-09-08 01:42:15.448951927,174.18,U-0088,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000001066,C-0000128,Approval,2025-09-08 08:01:24.761126544,16.41,U-0087,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001067,C-0000128,Payment Processing,2025-09-08 16:42:54.981383926,16.55,U-0032,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001068,C-0000128,Case Closed,2025-09-08 17:31:31.386341002,2.87,U-0049,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001069,C-0000129,Claim Received,2025-11-30 20:14:17.859799299,6.51,U-0085,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001070,C-0000129,Eligibility Check,2025-11-30 20:30:53.755658309,10.7,U-0071,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001071,C-0000129,Document Intake,2025-11-30 21:12:30.357298602,5.68,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001072,C-0000129,Document Review,2025-12-01 00:37:29.134381119,62.31,U-0008,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001073,C-0000129,Approval,2025-12-01 02:05:46.520008813,12.59,U-0025,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001074,C-0000129,Payment Processing,2025-12-01 11:04:40.688559436,13.53,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001075,C-0000129,Case Closed,2025-12-01 11:29:52.419250326,6.0,U-0056,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001076,C-0000130,Claim Received,2025-09-13 02:11:27.282421904,6.39,U-0086,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001077,C-0000130,Eligibility Check,2025-09-13 02:36:41.072131350,9.69,U-0037,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001078,C-0000130,Document Intake,2025-09-13 03:23:48.649737658,21.7,U-0060,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001079,C-0000130,Document Review,2025-09-13 10:10:30.758915513,36.33,U-0021,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001080,C-0000130,Medical Necessity Review,2025-09-13 20:20:26.021352405,14.88,U-0093,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000001081,C-0000130,Approval,2025-09-13 21:30:00.144498455,24.08,U-0054,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001082,C-0000130,Payment Processing,2025-09-14 04:53:15.607955393,18.2,U-0032,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001083,C-0000130,Case Closed,2025-09-14 05:13:03.296161600,4.45,U-0061,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001084,C-0000131,Claim Received,2025-07-21 07:34:23.386785686,3.74,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001085,C-0000131,Eligibility Check,2025-07-21 07:56:55.463107789,12.67,U-0039,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001086,C-0000131,Document Intake,2025-07-21 08:49:52.585435592,3.95,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001087,C-0000131,Document Review,2025-07-21 14:20:17.560951185,50.44,U-0046,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000001088,C-0000131,Approval,2025-07-21 18:21:57.453918240,15.07,U-0064,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000001089,C-0000131,Payment Processing,2025-07-21 21:27:30.298986555,14.31,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000001090,C-0000131,Case Closed,2025-07-21 22:12:59.109083279,4.21,U-0078,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000001091,C-0000132,Claim Received,2025-11-17 02:01:30.231343389,7.56,U-0085,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000001092,C-0000132,Eligibility Check,2025-11-17 02:12:50.325516420,6.91,U-0039,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000001093,C-0000132,Document Intake,2025-11-17 02:39:30.581302724,10.4,U-0060,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000001094,C-0000132,Document Review,2025-11-17 05:53:22.339354864,38.22,U-0081,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
